1,10865
2,11177
3,10977
4,10979
5,11207
6,11076
7,11539
8,10972
9,10896
10,10716
11,11036
12,11049
13,10907
14,10690
15,11349
16,11180
17,10408
18,11413
19,11370
20,10448
21,11084
22,11033
23,11443
24,10665
25,11230
26,11307
27,11056
28,11510
29,11307
30,9835
