1,1,1,18
1,1,2,12
1,1,3,12
1,1,4,19
1,1,5,19
1,1,6,19
1,1,7,25
1,2,1,3
1,2,2,27
1,2,3,47
1,2,4,52
1,2,5,33
1,2,6,47
1,2,7,53
1,2,8,47
1,2,9,49
1,2,10,51
1,2,11,43
1,2,12,29
1,2,13,77
1,2,14,73
1,2,15,34
1,2,16,57
1,2,17,72
1,2,18,19
1,2,19,86
1,2,20,102
1,2,21,53
1,2,22,99
1,2,23,78
1,2,24,66
1,2,25,145
1,2,26,155
1,2,27,82
1,2,28,60
1,2,29,70
1,2,30,111
1,2,31,70
1,2,32,48
1,2,33,101
1,2,34,63
1,2,35,80
1,2,36,86
1,2,37,43
1,2,38,68
1,2,39,51
1,2,40,69
1,2,41,79
1,2,42,42
1,2,43,41
1,2,44,55
1,2,45,47
1,2,46,39
1,2,47,58
1,2,48,69
1,2,49,84
1,2,50,50
1,2,51,53
1,2,52,30
1,2,53,37
1,2,54,121
1,2,55,60
1,2,56,30
1,2,57,90
1,2,58,95
1,2,59,77
1,2,60,118
1,2,61,257
1,2,62,108
1,2,63,70
1,2,64,54
1,2,65,54
1,2,66,45
1,2,67,83
1,2,68,80
1,2,69,71
1,2,70,62
1,2,71,97
1,2,72,45
1,2,73,57
1,2,74,141
1,2,75,77
1,2,76,101
1,2,77,36
1,2,78,45
1,2,79,102
1,2,80,91
1,2,81,54
1,2,82,52
1,2,83,150
1,2,84,71
1,2,85,231
1,2,86,63
1,2,87,138
1,2,88,46
1,2,89,108
1,2,90,107
1,2,91,119
1,2,92,51
1,2,93,131
1,2,94,67
1,2,95,44
1,2,96,102
1,2,97,72
1,2,98,55
1,2,99,44
1,2,100,44
1,2,101,89
1,2,102,309
1,2,103,49
1,2,104,65
1,2,105,98
1,2,106,61
1,2,107,59
1,2,108,73
1,2,109,123
1,2,110,76
1,2,111,72
1,2,112,58
1,2,113,141
1,2,114,113
1,2,115,52
1,2,116,56
1,2,117,47
1,2,118,103
1,2,119,46
1,2,120,112
1,2,121,70
1,2,122,58
1,2,123,67
1,2,124,83
1,2,125,115
1,2,126,122
1,2,127,65
1,2,128,76
1,2,129,81
1,2,130,74
1,2,131,33
1,2,132,70
1,2,133,114
1,2,134,54
1,2,135,63
1,2,136,135
1,2,137,79
1,2,138,37
1,2,139,63
1,2,140,127
1,2,141,54
2,2,142,89
2,2,143,196
2,2,144,146
2,2,145,130
2,2,146,73
2,2,147,27
2,2,148,75
2,2,149,66
2,2,150,138
2,2,151,87
2,2,152,32
2,2,153,53
2,2,154,50
2,2,155,66
2,2,156,45
2,2,157,42
2,2,158,89
2,2,159,91
2,2,160,57
2,2,161,64
2,2,162,37
2,2,163,35
2,2,164,187
2,2,165,123
2,2,166,57
2,2,167,96
2,2,168,68
2,2,169,50
2,2,170,89
2,2,171,66
2,2,172,62
2,2,173,93
2,2,174,122
2,2,175,61
2,2,176,58
2,2,177,266
2,2,178,163
2,2,179,39
2,2,180,77
2,2,181,54
2,2,182,55
2,2,183,61
2,2,184,123
2,2,185,185
2,2,186,77
2,2,187,286
2,2,188,87
2,2,189,120
2,2,190,59
2,2,191,130
2,2,192,24
2,2,193,65
2,2,194,107
2,2,195,66
2,2,196,290
2,2,197,121
2,2,198,110
2,2,199,49
2,2,200,97
2,2,201,57
2,2,202,35
2,2,203,103
2,2,204,65
2,2,205,59
2,2,206,52
2,2,207,49
2,2,208,67
2,2,209,49
2,2,210,72
2,2,211,74
2,2,212,93
2,2,213,214
2,2,214,127
2,2,215,104
2,2,216,93
2,2,217,247
2,2,218,72
2,2,219,123
2,2,220,118
2,2,221,182
2,2,222,122
2,2,223,81
2,2,224,66
2,2,225,65
2,2,226,54
2,2,227,29
2,2,228,177
2,2,229,193
2,2,230,114
2,2,231,203
2,2,232,147
2,2,233,288
2,2,234,122
2,2,235,200
2,2,236,111
2,2,237,140
2,2,238,44
2,2,239,65
2,2,240,116
2,2,241,34
2,2,242,31
2,2,243,106
2,2,244,38
2,2,245,69
2,2,246,217
2,2,247,165
2,2,248,114
2,2,249,241
2,2,250,77
2,2,251,121
2,2,252,41
