ذ, 4932 
ص, 2072 
ث, 1414 
ق, 7034 
ف, 8747 
غ, 1221 
ع, 9405 
ه, 17213 
خ, 2497 
ح, 4140 
ج, 3317 
د, 5991 
ش, 2124 
س, 6012 
ي, 21975 
ب, 11491 
ل, 38190 
ا, 59290 
ت, 10501 
ن, 27270 
م, 26735 
ك, 10497 
ط, 1273 
ئ, 1159 
ء, 1508 
ؤ, 787 
ر, 12403 
ى, 2595 
و, 24812 
ز, 1599 
ظ, 853 
ض, 1686 
